booking_id,customer_id,booking_date,departure_date,departure_airport,arrival_airport,booking_amount,currency_code,passenger_count,booking_status,device_id,ip_address,ip_country_code
2989,1116,2026-07-04 12:58:55,2026-12-27,LOS,FRA,957.73,GBP,4,Completed,DEV-SHARED-060,156.33.48.85,AL
2990,656,2026-06-13 08:57:41,2026-10-07,LOS,OTP,1002.11,GBP,2,Completed,DEV-000656,59.88.196.27,NG
2991,1406,2026-03-29 07:04:25,2026-04-02,DXB,ORD,320.09,GBP,2,Completed,DEV-001406,223.170.82.233,GB
2992,509,2025-08-24 08:02:29,2025-09-02,ATH,AUH,243.86,GBP,4,Confirmed,DEV-000509,195.131.185.91,IT
2993,1007,2026-02-26 13:25:34,2026-06-26,MUC,LGW,1307.21,GBP,3,Confirmed,DEV-001007,105.135.246.253,RO
2994,1953,2025-04-22 20:49:26,2025-09-06,FRA,ORY,751.85,GBP,3,Confirmed,DEV-001953,211.251.43.207,RO
2995,1009,2025-02-18 03:20:20,2025-04-08,MAN,TIA,876.43,GBP,4,Completed,DEV-001009,74.37.60.114,US
2996,729,2025-05-25 04:53:20,2025-05-27,DXB,TIA,163.20,GBP,2,Confirmed,DEV-000729,191.122.243.208,NL
2997,1499,2026-03-02 17:48:31,2026-08-28,BCN,MXP,1114.70,GBP,1,Confirmed,DEV-SHARED-026,181.109.137.178,AE
2998,701,2025-10-29 13:51:59,2025-11-03,AGP,LGW,138.01,GBP,4,Confirmed,DEV-SHARED-089,13.231.190.39,IT
2999,1175,2025-03-15 22:18:43,2025-07-30,MUC,TIA,278.89,GBP,2,Cancelled,DEV-001175,98.198.111.160,NG
3000,954,2026-07-03 18:43:56,2026-10-30,LOS,OTP,1702.41,GBP,4,Completed,DEV-000954,105.109.202.35,DE
3001,763,2026-07-04 06:59:58,2026-07-22,BCN,TIA,361.60,GBP,4,Confirmed,DEV-000763,189.186.100.100,FR
3002,451,2026-06-15 19:24:47,2026-09-07,TIA,CDG,1011.49,GBP,3,Confirmed,DEV-000451,203.188.179.19,RO
3003,569,2026-04-15 20:27:32,2026-06-28,LHR,AGP,1972.51,GBP,3,Confirmed,DEV-000569,136.245.104.124,NG
3004,997,2026-05-22 06:04:44,2026-05-22,OTP,LOS,609.18,GBP,3,Completed,DEV-000997,176.224.86.101,IT
3005,141,2025-10-14 16:59:15,2025-10-15,FCO,AGP,1471.31,GBP,4,Confirmed,DEV-SHARED-101,128.36.94.57,ES
3006,639,2025-11-28 11:48:35,2025-11-29,AMS,LHR,2668.20,GBP,2,Confirmed,DEV-FRAUD-005,137.63.112.83,ES
3007,1045,2026-02-27 14:27:17,2026-08-02,LAX,MUC,773.95,GBP,3,Confirmed,DEV-001045,213.40.153.111,NL
3008,1265,2026-03-20 00:09:23,2026-03-22,LHR,TIA,371.64,GBP,3,Confirmed,DEV-SHARED-093,145.163.158.24,NL
3009,573,2026-07-18 07:55:22,2026-08-23,BCN,TIA,1970.14,GBP,3,Completed,DEV-000573,38.173.102.165,RO
3010,153,2026-05-09 16:54:19,2026-09-01,ATH,DXB,524.60,GBP,4,Completed,DEV-SHARED-079,100.108.233.151,GB
3011,1538,2025-06-12 04:38:10,2025-06-12,MUC,LOS,928.87,GBP,4,Confirmed,DEV-001538,200.240.244.59,RO
3012,1617,2026-04-05 12:07:37,2026-07-16,MAN,FCO,2596.37,GBP,2,Confirmed,DEV-001617,17.7.37.242,ES
3013,842,2026-01-01 22:13:23,2026-01-02,LGW,AMS,3046.58,GBP,2,Confirmed,DEV-FRAUD-025,70.35.80.65,NG
3014,272,2025-12-19 04:08:35,2025-12-24,OTP,AMS,1297.92,GBP,1,Confirmed,DEV-000272,75.43.86.173,FR
3015,337,2026-04-16 17:03:46,2026-04-17,AMS,OTP,454.40,GBP,3,Confirmed,DEV-000337,178.112.118.79,IT
3016,551,2025-06-14 09:52:52,2025-12-03,TIA,FRA,483.52,GBP,2,Confirmed,DEV-000551,176.131.49.52,GB
3017,1963,2026-01-21 00:02:11,2026-01-21,VCE,OTP,2169.22,GBP,1,Completed,DEV-001963,197.139.255.214,NG
3018,423,2025-09-20 01:10:26,2025-10-14,LAX,TIA,1297.89,GBP,1,Confirmed,DEV-000423,67.91.119.80,NG
3019,808,2025-11-02 23:57:21,2026-01-17,SKG,DXB,244.45,GBP,4,Confirmed,DEV-000808,59.209.241.126,US
3020,1657,2026-07-02 16:52:10,2026-10-16,AUH,ORD,192.75,GBP,3,Confirmed,DEV-001657,94.10.80.42,ES
3021,89,2025-11-12 07:57:59,2026-01-31,AMS,OTP,576.44,GBP,3,Confirmed,DEV-000089,69.152.141.23,NL
3022,792,2026-03-07 03:40:52,2026-04-07,OTP,ORY,363.89,GBP,3,Cancelled,DEV-000792,111.140.21.53,ES
3023,457,2025-06-03 17:03:48,2025-10-17,TIA,AUH,1127.15,GBP,4,Completed,DEV-SHARED-021,71.129.247.171,NG
3024,1999,2026-04-09 19:13:35,2026-04-11,TIA,AMS,748.27,GBP,2,Cancelled,DEV-001999,62.45.122.128,IT
3025,1216,2026-03-03 03:19:09,2026-04-13,BCN,FCO,1846.58,GBP,4,Confirmed,DEV-001216,60.210.103.13,NG
3026,1840,2026-07-07 08:46:40,2026-08-11,AGP,AUH,1123.65,GBP,3,Confirmed,DEV-001840,23.80.11.252,GR
3027,1992,2026-02-23 14:56:30,2026-04-22,CDG,DXB,264.97,GBP,1,Confirmed,DEV-001992,63.75.188.201,IT
3028,254,2026-01-08 05:58:58,2026-06-15,ORY,ATH,1880.04,GBP,2,Confirmed,DEV-000254,95.240.111.223,NG
3029,325,2026-07-13 15:28:15,2026-07-15,SKG,DXB,700.72,GBP,4,Completed,DEV-000325,100.130.44.174,AL
3030,1164,2025-01-19 19:07:28,2025-03-02,LGW,JFK,70.13,GBP,3,Confirmed,DEV-001164,167.48.14.190,GR
3031,31,2026-02-13 03:46:27,2026-04-22,BER,LGW,1712.31,GBP,1,Confirmed,DEV-000031,32.165.60.153,FR
3032,1010,2026-06-28 13:01:05,2026-08-10,MUC,AMS,1173.14,GBP,2,Confirmed,DEV-001010,8.134.61.229,IT
3033,742,2026-06-05 03:57:09,2026-10-30,ORD,MUC,860.80,GBP,3,Confirmed,DEV-000742,113.42.29.72,AE
3034,1168,2026-06-19 10:45:26,2026-12-05,LAX,AMS,619.22,GBP,3,Completed,DEV-SHARED-056,222.173.196.117,AL
3035,1277,2026-07-08 07:35:55,2026-07-10,TIA,AMS,890.05,GBP,2,Confirmed,DEV-001277,140.127.8.126,RO
3036,1767,2026-03-10 16:45:52,2026-08-11,AGP,TIA,739.34,GBP,3,Confirmed,DEV-001767,187.68.22.110,NL
3037,1812,2025-08-05 16:25:00,2025-08-10,NCE,AUH,2467.10,GBP,3,Cancelled,DEV-001812,88.39.69.33,AE
3038,1870,2026-02-13 11:13:21,2026-02-13,AMS,LGW,824.60,GBP,2,Completed,DEV-001870,35.204.64.59,NG
3039,1707,2025-04-30 18:52:13,2025-07-08,OTP,LOS,1902.45,GBP,1,Confirmed,DEV-001707,50.30.39.79,ES
3040,1996,2026-06-19 15:55:40,2026-06-25,VCE,LOS,516.45,GBP,1,Completed,DEV-001996,117.1.126.2,NG
3041,1097,2026-04-19 22:45:17,2026-05-16,BCN,BER,1258.83,GBP,1,Cancelled,DEV-SHARED-115,97.241.155.33,AE
3042,541,2026-04-01 01:34:49,2026-07-10,DXB,LOS,880.02,GBP,1,Confirmed,DEV-000541,21.152.90.30,US
3043,579,2025-02-27 09:30:19,2025-07-21,ORY,BER,1777.42,GBP,4,Confirmed,DEV-000579,140.194.211.240,GR
3044,1558,2026-05-27 06:52:07,2026-07-06,ATH,LGW,962.96,GBP,4,Confirmed,DEV-001558,125.189.183.236,RO
3045,1526,2025-10-15 22:44:16,2025-12-29,JFK,FRA,394.82,GBP,2,Cancelled,DEV-001526,95.134.179.92,DE
3046,625,2026-04-19 09:29:54,2026-07-06,TIA,DXB,1111.38,GBP,2,Confirmed,DEV-000625,65.40.106.168,ES
3047,404,2026-07-15 22:30:45,2026-09-13,BCN,CDG,2059.86,GBP,1,Pending Review,DEV-000404,75.147.13.18,US
3048,1780,2026-03-23 21:13:44,2026-03-29,BER,TIA,527.69,GBP,1,Completed,DEV-001780,124.73.145.134,US
3049,574,2025-05-12 00:15:32,2025-05-22,LAX,BCN,1766.20,GBP,4,Confirmed,DEV-000574,131.146.181.25,GB
3050,1156,2025-08-19 17:39:04,2025-11-21,OTP,FCO,243.33,GBP,3,Confirmed,DEV-001156,25.237.172.52,ES
3051,1705,2026-06-04 11:12:46,2026-07-04,MUC,BCN,3173.15,GBP,1,Pending Review,DEV-FRAUD-022,114.125.190.39,AL
3052,1238,2026-04-15 06:55:31,2026-04-20,AMS,MAD,224.84,GBP,2,Completed,DEV-001238,109.36.182.164,IT
3053,952,2025-06-21 04:48:31,2025-12-12,CDG,VCE,91.76,GBP,2,Confirmed,DEV-000952,10.214.158.48,AL
3054,93,2025-07-21 18:48:47,2025-09-21,TIA,FRA,1487.54,GBP,4,Confirmed,DEV-000093,53.156.60.185,GR
3055,709,2026-03-26 06:12:07,2026-07-19,LOS,ATH,1782.85,GBP,4,Cancelled,DEV-000709,11.191.99.221,US
3056,1315,2026-05-19 10:28:25,2026-07-31,LOS,AMS,1239.23,GBP,1,Completed,DEV-001315,115.30.30.49,US
3057,887,2026-06-27 01:32:10,2026-10-05,AMS,OTP,1161.55,GBP,4,Confirmed,DEV-000887,46.203.242.246,DE
3058,187,2025-11-28 11:08:01,2026-04-28,SKG,FRA,716.05,GBP,3,Cancelled,DEV-SHARED-036,116.111.81.159,ES
3059,128,2025-07-26 12:01:50,2025-07-27,OTP,NCE,142.69,GBP,2,Confirmed,DEV-000128,171.101.154.23,NG
3060,1904,2025-05-05 21:55:44,2025-09-24,MAD,AMS,665.94,GBP,3,Confirmed,DEV-001904,143.58.107.189,ES
3061,967,2025-11-03 13:02:47,2025-11-12,OTP,MXP,2569.34,GBP,3,Pending Review,DEV-000967,152.95.204.164,FR
3062,1186,2026-05-02 01:58:59,2026-06-16,JFK,LOS,854.48,GBP,2,Confirmed,DEV-001186,142.137.194.178,RO
3063,1815,2026-04-23 07:00:21,2026-05-07,SKG,ORD,1446.87,GBP,3,Cancelled,DEV-001815,196.5.192.94,GB
3064,1177,2026-02-19 19:53:36,2026-07-25,TIA,LAX,1085.66,GBP,4,Confirmed,DEV-SHARED-002,172.113.11.80,AE
3065,304,2026-07-15 04:15:55,2026-08-08,ORD,MAN,430.86,GBP,1,Confirmed,DEV-000304,210.6.6.162,RO
3066,1265,2026-04-14 14:21:01,2026-05-09,BER,AUH,335.23,GBP,1,Cancelled,DEV-001265,167.174.159.126,NL
3067,1833,2025-06-27 00:38:35,2025-06-27,LOS,VCE,3013.70,GBP,4,Confirmed,DEV-FRAUD-021,71.90.106.232,IT
3068,1647,2026-07-14 09:18:14,2026-11-11,TIA,MXP,1255.59,GBP,2,Confirmed,DEV-001647,211.137.248.178,AL
3069,848,2025-03-18 16:25:53,2025-05-11,LOS,AGP,1240.98,GBP,4,Completed,DEV-000848,77.129.125.250,NG
3070,1938,2025-11-29 21:10:26,2026-01-15,LAX,OTP,231.01,GBP,3,Completed,DEV-001938,156.119.177.150,NG
3071,1336,2025-09-06 20:39:32,2025-10-26,MAN,CDG,973.45,GBP,1,Completed,DEV-001336,90.204.18.244,US
3072,602,2025-08-09 22:13:21,2025-09-24,SKG,FCO,790.29,GBP,3,Confirmed,DEV-SHARED-068,183.132.130.40,GB
3073,182,2026-04-16 01:18:27,2026-05-18,ATH,TIA,142.74,GBP,4,Confirmed,DEV-000182,221.7.25.245,FR
3074,1242,2025-12-17 19:28:37,2026-04-11,FCO,OTP,746.39,GBP,2,Confirmed,DEV-001242,76.150.197.96,GR
3075,647,2026-05-15 17:41:01,2026-05-17,BCN,OTP,1487.03,GBP,4,Pending Review,DEV-000647,85.146.62.190,FR
3076,211,2026-01-01 09:07:15,2026-01-03,MAN,AGP,938.63,GBP,3,Confirmed,DEV-000211,1.160.172.155,IT
3077,852,2026-07-12 19:34:02,2026-07-14,MAD,LOS,531.51,GBP,4,Completed,DEV-000852,82.179.185.95,US
3078,1904,2025-07-28 11:49:43,2025-11-20,LHR,AUH,124.70,GBP,3,Completed,DEV-001904,201.225.86.35,ES
3079,314,2026-06-03 08:11:11,2026-11-09,NCE,FCO,775.99,GBP,1,Completed,DEV-000314,59.4.53.141,ES
3080,1198,2025-02-22 17:35:24,2025-07-10,ORD,DXB,942.86,GBP,3,Confirmed,DEV-001198,71.75.142.225,GB
3081,874,2026-01-17 19:37:46,2026-03-12,AMS,LOS,723.84,GBP,1,Cancelled,DEV-SHARED-064,186.59.100.166,FR
3082,1215,2025-02-22 06:45:50,2025-02-24,JFK,SKG,2194.19,GBP,2,Confirmed,DEV-001215,9.103.10.6,RO
3083,320,2026-05-26 04:10:46,2026-09-07,AMS,MUC,1438.89,GBP,1,Completed,DEV-SHARED-014,61.40.67.116,NL
3084,1195,2026-01-20 13:47:15,2026-07-18,DXB,OTP,1355.16,GBP,3,Confirmed,DEV-001195,138.184.131.246,AL
3085,78,2025-04-25 05:25:11,2025-04-26,AMS,OTP,632.09,GBP,3,Pending Review,DEV-FRAUD-013,60.36.163.2,IT
3086,842,2025-05-04 14:00:55,2025-06-13,LOS,LAX,2007.60,GBP,4,Cancelled,DEV-SHARED-070,37.87.66.74,FR
3087,238,2025-10-13 10:46:30,2026-03-29,MAN,LOS,782.48,GBP,3,Pending Review,DEV-SHARED-111,113.79.191.78,DE
3088,282,2026-06-09 02:51:43,2026-10-27,MAN,TIA,954.60,GBP,4,Confirmed,DEV-SHARED-049,22.125.13.169,ES
3089,594,2026-05-05 05:43:52,2026-06-19,TIA,MXP,2487.48,GBP,1,Completed,DEV-000594,190.172.136.73,US
3090,938,2026-06-05 19:48:31,2026-11-14,AMS,TIA,539.98,GBP,3,Cancelled,DEV-000938,175.91.171.250,GB
3091,317,2026-01-06 05:39:01,2026-01-06,FRA,MXP,1077.17,GBP,1,Pending Review,DEV-FRAUD-019,182.250.202.91,AL
3092,1946,2025-11-20 23:50:39,2025-11-30,NCE,OTP,374.44,GBP,3,Confirmed,DEV-001946,108.14.40.57,GR
3093,1928,2026-05-09 09:55:08,2026-09-08,HER,OTP,343.28,GBP,2,Confirmed,DEV-001928,211.27.169.220,FR
3094,1163,2026-07-16 01:52:09,2026-09-13,OTP,LOS,2403.82,GBP,3,Confirmed,DEV-FRAUD-007,8.80.218.129,US
3095,930,2025-05-03 22:39:34,2025-08-03,FRA,ORY,807.71,GBP,4,Confirmed,DEV-000930,130.148.187.109,RO
3096,470,2026-05-29 03:06:42,2026-09-18,MAN,ORY,292.94,GBP,1,Completed,DEV-000470,22.104.121.54,AL
3097,124,2025-05-28 03:46:26,2025-07-29,FCO,AUH,301.01,GBP,1,Confirmed,DEV-000124,15.20.251.232,IT
3098,563,2025-09-23 19:19:05,2025-09-23,BER,DXB,869.61,GBP,3,Confirmed,DEV-000563,208.45.128.124,US
3099,1302,2025-08-04 04:29:42,2025-09-10,MAD,ORY,1377.68,GBP,1,Completed,DEV-001302,202.83.20.180,AL
3100,450,2025-03-05 10:18:04,2025-07-07,ORD,OTP,1024.64,GBP,1,Completed,DEV-000450,154.56.55.123,DE
3101,1770,2026-05-03 07:48:11,2026-08-15,LOS,CDG,1322.36,GBP,4,Confirmed,DEV-001770,85.4.66.64,US
3102,1104,2025-07-01 16:06:21,2025-08-26,ORY,MUC,280.72,GBP,3,Confirmed,DEV-001104,84.30.46.102,NL
3103,115,2025-01-11 14:57:58,2025-05-11,CDG,HER,1278.35,GBP,1,Cancelled,DEV-000115,218.239.33.110,GB
3104,1630,2026-06-15 22:07:21,2026-06-16,AMS,AUH,243.24,GBP,2,Completed,DEV-001630,9.28.195.225,IT
3105,825,2025-12-17 01:39:47,2026-04-30,MXP,OTP,282.80,GBP,4,Confirmed,DEV-000825,140.59.204.121,FR
3106,1309,2026-06-19 00:30:49,2026-08-24,FCO,AMS,264.00,GBP,2,Completed,DEV-001309,64.202.184.29,AE
3107,233,2025-07-08 20:30:49,2025-07-09,ORY,JFK,781.87,GBP,2,Confirmed,DEV-SHARED-115,6.186.24.152,GB
3108,329,2025-07-14 12:05:41,2025-07-14,CDG,OTP,1211.56,GBP,4,Confirmed,DEV-000329,92.14.89.65,GB
3109,517,2025-03-13 07:20:12,2025-08-12,ORY,LAX,254.71,GBP,1,Completed,DEV-000517,98.198.58.218,GB
3110,830,2025-02-10 10:41:36,2025-02-11,AMS,LOS,882.56,GBP,4,Cancelled,DEV-000830,185.187.30.47,RO
3111,889,2025-08-07 21:39:15,2025-09-04,FRA,MXP,138.47,GBP,2,Completed,DEV-000889,51.178.216.169,DE
3112,1592,2025-09-16 01:31:32,2025-09-20,LOS,FCO,421.46,GBP,3,Completed,DEV-001592,143.171.115.14,DE
3113,442,2026-01-02 00:50:20,2026-01-14,MAN,AMS,766.32,GBP,3,Completed,DEV-000442,134.119.64.103,AE
3114,1818,2026-05-08 02:16:04,2026-10-06,CDG,BCN,520.48,GBP,2,Confirmed,DEV-001818,60.24.147.92,AL
3115,1814,2025-12-25 22:09:42,2026-05-21,AUH,AMS,1402.02,GBP,2,Completed,DEV-001814,42.218.190.248,US
3116,1747,2026-06-17 08:31:18,2026-07-30,BER,FCO,753.92,GBP,3,Completed,DEV-001747,27.205.249.111,RO
3117,929,2025-06-14 22:55:50,2025-06-14,ORD,DXB,559.10,GBP,2,Confirmed,DEV-000929,9.8.42.236,NG
3118,881,2026-05-18 11:48:19,2026-10-19,FRA,AUH,1185.43,GBP,1,Confirmed,DEV-SHARED-090,191.163.111.181,GB
3119,452,2025-08-02 07:02:59,2025-09-24,MAN,TIA,487.26,GBP,3,Confirmed,DEV-000452,90.175.223.188,DE
3120,704,2025-10-26 13:31:06,2026-01-05,LOS,TIA,97.27,GBP,2,Confirmed,DEV-000704,169.124.151.138,ES
3121,1511,2025-03-16 18:10:57,2025-04-20,TIA,LOS,268.96,GBP,3,Confirmed,DEV-001511,157.174.126.172,US
3122,1931,2026-07-16 21:06:57,2026-10-09,HER,MXP,1117.57,GBP,2,Completed,DEV-001931,120.197.143.3,AL
3123,1579,2026-03-12 01:18:33,2026-05-26,AGP,AMS,886.90,GBP,1,Confirmed,DEV-SHARED-108,208.58.198.180,NL
3124,1189,2025-08-19 07:32:39,2025-11-07,VCE,FRA,204.78,GBP,3,Pending Review,DEV-SHARED-108,168.155.207.205,GB
3125,363,2026-03-09 07:04:49,2026-08-26,OTP,AUH,768.26,GBP,1,Confirmed,DEV-000363,95.243.194.55,NL
3126,880,2025-03-12 18:29:09,2025-07-21,AUH,MAD,636.64,GBP,1,Confirmed,DEV-000880,44.72.58.224,DE
3127,689,2025-07-08 23:39:21,2025-07-24,LOS,ATH,1376.29,GBP,3,Confirmed,DEV-000689,198.34.99.194,GB
3128,929,2025-06-22 22:05:48,2025-11-12,BCN,LAX,2077.53,GBP,4,Cancelled,DEV-000929,41.163.96.220,NL
3129,1503,2025-12-28 01:52:15,2026-04-05,DXB,ORY,1186.91,GBP,2,Completed,DEV-001503,172.77.177.246,US
3130,1696,2026-07-08 21:30:15,2026-09-05,DXB,ORY,1202.63,GBP,2,Cancelled,DEV-001696,191.247.250.193,GB
3131,1825,2026-03-15 02:48:37,2026-04-18,VCE,TIA,1059.77,GBP,3,Completed,DEV-001825,215.195.39.187,NG
3132,96,2026-06-14 13:37:27,2026-06-16,ORY,MXP,1653.33,GBP,1,Confirmed,DEV-000096,203.78.122.243,US
3133,1648,2026-05-12 15:19:34,2026-07-05,VCE,LAX,1290.88,GBP,2,Confirmed,DEV-SHARED-023,154.254.36.91,RO
3134,1817,2026-07-14 00:13:02,2026-12-13,ATH,VCE,745.67,GBP,1,Completed,DEV-001817,72.71.0.55,ES
3135,1370,2026-05-26 01:46:12,2026-07-17,AGP,AMS,909.58,GBP,2,Confirmed,DEV-001370,18.196.231.254,DE
3136,1012,2025-10-24 08:51:15,2026-01-29,TIA,HER,291.46,GBP,4,Confirmed,DEV-001012,190.147.33.21,IT
3137,176,2025-08-22 23:23:38,2025-10-28,CDG,LAX,291.43,GBP,4,Confirmed,DEV-SHARED-099,222.138.210.36,DE
3138,1448,2025-04-25 05:57:26,2025-05-28,AMS,CDG,336.35,GBP,3,Completed,DEV-001448,4.70.181.150,DE
3139,1720,2025-09-25 20:12:44,2025-11-16,NCE,SKG,216.39,GBP,4,Confirmed,DEV-001720,20.89.88.121,IT
3140,1453,2026-01-22 13:45:55,2026-02-21,FCO,TIA,1139.25,GBP,2,Completed,DEV-001453,145.118.120.217,DE
3141,775,2025-09-06 16:49:17,2025-09-09,AUH,CDG,638.67,GBP,1,Cancelled,DEV-SHARED-088,20.37.64.41,NL
3142,1734,2025-10-06 06:34:50,2025-12-31,LOS,AMS,398.98,GBP,4,Completed,DEV-SHARED-095,2.41.73.110,DE
3143,446,2025-05-19 10:58:53,2025-06-28,OTP,FCO,1474.64,GBP,4,Cancelled,DEV-000446,146.172.235.190,US
3144,1836,2025-06-15 17:45:39,2025-07-21,OTP,AUH,1617.61,GBP,1,Completed,DEV-001836,177.38.95.1,DE
3145,830,2025-02-05 07:13:00,2025-06-09,VCE,LAX,1243.60,GBP,4,Cancelled,DEV-000830,177.166.150.134,RO
3146,184,2025-04-21 01:45:21,2025-06-05,SKG,JFK,121.63,GBP,4,Confirmed,DEV-000184,30.241.107.218,DE
3147,1774,2026-04-02 15:46:04,2026-04-04,HER,ORD,713.79,GBP,3,Confirmed,DEV-FRAUD-020,96.17.237.38,IT
3148,1151,2026-05-01 10:47:34,2026-09-22,BER,LHR,447.88,GBP,1,Confirmed,DEV-001151,100.64.156.165,NL
3149,159,2025-11-25 01:54:18,2025-12-12,DXB,OTP,714.56,GBP,1,Confirmed,DEV-000159,96.102.146.41,IT
3150,608,2025-11-10 14:35:08,2025-12-19,VCE,DXB,757.88,GBP,1,Pending Review,DEV-SHARED-095,4.221.14.198,ES
3151,798,2026-03-13 13:37:20,2026-08-29,HER,MAD,1918.08,GBP,2,Confirmed,DEV-000798,222.82.17.216,ES
3152,522,2025-10-04 05:04:01,2025-11-23,AMS,MAN,337.14,GBP,1,Cancelled,DEV-000522,19.174.63.207,NL
3153,541,2025-12-23 04:18:50,2025-12-24,NCE,AMS,1205.15,GBP,3,Confirmed,DEV-000541,150.248.213.3,AE
3154,663,2025-08-24 19:23:29,2026-01-30,OTP,AMS,603.83,GBP,4,Completed,DEV-000663,85.39.71.106,DE
3155,285,2026-03-06 14:39:40,2026-07-10,JFK,CDG,2334.80,GBP,1,Confirmed,DEV-000285,191.103.17.26,IT
3156,165,2026-07-11 12:21:44,2026-10-08,TIA,SKG,1434.65,GBP,4,Confirmed,DEV-000165,7.18.184.157,GB
3157,1470,2025-08-09 11:28:07,2025-08-31,LOS,FCO,1296.18,GBP,1,Confirmed,DEV-001470,126.93.47.2,NG
3158,1976,2026-01-09 20:22:48,2026-06-09,LHR,FCO,1498.17,GBP,3,Cancelled,DEV-001976,39.66.74.112,DE
3159,971,2025-04-06 09:56:20,2025-09-28,AUH,FCO,588.16,GBP,3,Confirmed,DEV-000971,211.160.92.65,ES
3160,555,2025-09-28 01:09:50,2026-03-25,LOS,TIA,152.90,GBP,3,Completed,DEV-000555,23.212.17.183,FR
3161,1,2025-03-01 22:31:32,2025-06-08,LOS,ORD,1383.53,GBP,1,Confirmed,DEV-000001,200.161.240.25,FR
3162,1778,2026-02-13 22:18:30,2026-02-13,AMS,TIA,2583.21,GBP,3,Confirmed,DEV-SHARED-108,63.106.189.6,GB
3163,457,2026-02-01 04:44:09,2026-03-25,SKG,LOS,368.98,GBP,4,Confirmed,DEV-000457,93.80.141.107,NG
3164,1844,2026-06-29 22:42:31,2026-07-08,LGW,TIA,1115.59,GBP,4,Confirmed,DEV-001844,128.167.179.68,FR
3165,1837,2025-04-17 21:24:25,2025-09-24,CDG,MUC,927.60,GBP,3,Pending Review,DEV-001837,1.155.20.55,NL
3166,1653,2025-02-11 22:34:51,2025-07-28,SKG,LGW,1976.59,GBP,1,Completed,DEV-001653,45.87.230.56,AL
3167,524,2025-11-08 18:54:05,2025-11-09,LOS,TIA,575.85,GBP,4,Cancelled,DEV-000524,128.92.239.52,GB
3168,93,2025-03-21 04:06:48,2025-06-09,TIA,LGW,1069.21,GBP,1,Confirmed,DEV-000093,180.135.99.214,GR
3169,863,2026-04-26 10:55:08,2026-10-12,AUH,CDG,1569.46,GBP,1,Confirmed,DEV-000863,141.71.28.63,ES
3170,1922,2026-06-23 22:15:18,2026-08-14,TIA,FRA,1440.88,GBP,1,Completed,DEV-001922,180.87.27.147,RO
3171,44,2025-09-20 16:35:05,2025-11-06,DXB,AMS,1363.02,GBP,1,Confirmed,DEV-000044,112.96.171.213,GB
3172,227,2025-12-22 23:42:32,2025-12-23,AMS,JFK,2819.53,GBP,1,Confirmed,DEV-000227,103.129.227.237,AE
3173,1818,2026-05-12 07:32:31,2026-07-17,MXP,LOS,1655.64,GBP,4,Confirmed,DEV-001818,80.138.76.187,RO
3174,1569,2026-07-13 08:42:39,2026-11-02,MXP,ATH,1047.53,GBP,4,Confirmed,DEV-001569,140.149.149.46,AL
3175,776,2026-06-21 21:29:46,2026-07-26,ORY,MAD,1422.28,GBP,2,Confirmed,DEV-000776,75.121.173.131,AL
3176,804,2026-01-03 21:54:11,2026-03-12,AMS,FCO,1346.23,GBP,4,Confirmed,DEV-000804,113.141.4.30,US
3177,976,2025-06-18 22:56:36,2025-07-27,LOS,AMS,2357.59,GBP,3,Confirmed,DEV-000976,63.3.22.6,ES
3178,1411,2026-05-10 09:39:59,2026-08-02,MAN,OTP,504.64,GBP,2,Completed,DEV-001411,66.190.33.176,GR
3179,1788,2025-01-08 01:09:49,2025-06-27,TIA,AUH,603.36,GBP,3,Cancelled,DEV-001788,25.55.39.1,FR
3180,1531,2025-03-31 03:53:46,2025-05-10,LHR,LAX,1412.24,GBP,2,Completed,DEV-001531,179.249.29.229,IT
3181,1614,2025-03-21 05:54:27,2025-07-08,MUC,AMS,79.00,GBP,3,Confirmed,DEV-001614,160.169.107.181,DE
3182,1403,2025-10-16 19:38:47,2025-12-01,AMS,OTP,338.29,GBP,2,Completed,DEV-001403,49.164.232.95,NL
3183,1560,2025-01-18 18:14:46,2025-02-23,TIA,LOS,765.61,GBP,1,Pending Review,DEV-001560,57.55.59.86,GR
3184,1717,2026-06-05 11:14:47,2026-09-07,SKG,BER,1018.08,GBP,4,Completed,DEV-SHARED-023,52.105.127.162,DE
3185,803,2026-07-06 12:07:36,2026-10-10,TIA,JFK,270.35,GBP,3,Completed,DEV-SHARED-025,121.165.229.160,FR
3186,1390,2026-07-18 11:38:29,2026-08-21,AMS,CDG,132.38,GBP,3,Confirmed,DEV-001390,4.104.72.37,GR
3187,612,2025-06-21 11:52:01,2025-10-29,AMS,TIA,1585.90,GBP,3,Confirmed,DEV-000612,183.153.48.236,NL
3188,585,2026-04-24 06:21:23,2026-04-26,BCN,JFK,142.02,GBP,3,Confirmed,DEV-000585,136.173.4.156,US
3189,1490,2025-03-09 11:04:54,2025-03-10,SKG,OTP,1650.20,GBP,3,Pending Review,DEV-001490,197.231.15.172,NL
3190,270,2025-02-08 23:35:22,2025-04-30,ORY,LOS,1997.75,GBP,4,Confirmed,DEV-000270,42.16.112.86,IT
3191,1529,2026-06-28 19:17:19,2026-07-28,HER,ORY,1764.88,GBP,3,Pending Review,DEV-FRAUD-013,177.254.12.156,US
3192,960,2025-09-25 12:17:37,2025-09-27,OTP,MXP,1480.92,GBP,1,Confirmed,DEV-000960,207.149.174.169,AE
